Title,Address,Bedrooms,Bathrooms,Rent,Square Footage,Availability,Amenities
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",2 BRs,2 Baths,"$2,995",844 Sq Ft,Available Now,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",2 BRs,2 Baths,"$3,295",844 Sq Ft,Available Now,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",2 BRs,2 Baths,"$3,295",844 Sq Ft,Available Now,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",2 BRs,2 Baths,"$3,395",872 Sq Ft,Available Now,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",2 BRs,2 Baths,"$3,395",872 Sq Ft,Available Now,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",2 BRs,2 Baths,"$3,395",872 Sq Ft,Available Now,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",2 BRs,2 Baths,"$3,895","1,026 Sq Ft",Aug 24,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",2 BRs,2 Baths,"$3,895","1,026 Sq Ft",Aug 24,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",1 Bed,1 Bath,"$2,995",646 Sq Ft,Aug 31,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",1 Bed,1 Bath,"$2,995",646 Sq Ft,Aug 31,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",2 BRs,2 Baths,Call for Rent,844 Sq Ft,Available Soon,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
The Marc,"3885 State St, Santa Barbara, CA 93105 – North State",3 BRs,2 Baths,Call for Rent,"1,014 Sq Ft",Available Soon,"Calgreen® State-Of-The-Art New Construction, Ceiling Heights Up To 11'6"", Central Heating And Air Conditioning, Dedicated Bicycle Storage, Designer Selected Flooring And Finishes, Dual-Pane Low-E Windows, Electric Vehicle Charging Stations, Green Building, Heated Pool, High Ceilings, In-Home Washer And Dryer, Keyless Entry Doors, LED Lighting, Native And Drought Tolerant Plantings, Pre-Wired For High Speed Communications, Quartz Countertops In Kitchen And Bath, Spacious Closets, Tankless Water Heaters, Three Themed Courtyards, 2 Pet Limit, 2 Pet Limit, Must Be Spayed/Neutered, Built in 2016, 90 Units/4 Stories, Furnished, 6, 7, 8, 9, 10, 11, 12, Wi-Fi at Pool and Clubhouse, On-Site Retail, Online Services, Elevator, Clubhouse, Gated, Roof Terrace, Courtyard, Balcony, Patio, Deck, Grill, Garden, Fitness Center, Spa, Pool, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Satellite TV, Double Vanities, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Coffee System, Hardwood Floors, Carpet, Vinyl Flooring, Dining Room, Vaulted Ceiling, Bay Window, Views, Walk-In Closets, Furnished, Window Coverings, Large Bedrooms, Property Manager on Site"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",Studio,1 Bath,$919 / Person,140 - 242 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
